reels_shortcode,p,q,M,constant
DWD4Yd2E1Xe,0.08322372163967715,0.07639182002868025,12026,22342.804635099274
DV_IeIKknAG,0.08321756507672337,0.07645957970484724,13245,22336.886761251368
DV8OS1pE50k,0.08303317757699853,0.07849112181810049,11241,22160.357052648214
DU8HSWUEvUV,0.08324932549905781,0.07611007156971043,3897,22367.432297793726
DUxuYDdEw9M,0.08318834631061432,0.07678122744582123,50417,22308.821708924177
DUsjAT0k7oe,0.08329388938462312,0.07561987607179406,20509,22410.360464354828
DUk3caWAaxy,0.08320466572495006,0.07660156619150464,1367,22324.492488464803
DUid7hnEz5O,0.08324053021194856,0.07620684707496696,3300,22358.969354423378
DUSHA6xAU_8,0.08325753449812316,0.07601975561624826,2203,22375.333934830847
DUQ8GlDkmvh,0.08325167092101439,0.0760842662380665,4270,22369.689623611892
DUPjUb5k-1d,0.0830776348601119,0.07800091881507293,50759,22202.79445424376
DT7iRhOE_No,0.08323349403367787,0.07628427374536986,69440,22352.201305150935
DT0CGHuk8EL,0.0832843119036787,0.07572520626291383,14734,22401.12772934874
DSjN2FVk7Qv,0.08326955493042103,0.0758875209316452,11707,22386.909225336418
DSFIcqSEx41,0.08316538228170885,0.07703409496116714,9652,22286.788641314455
DRPAJkYk4MP,0.08325186637307332,0.07608211582169573,21676,22369.87774437902
DQoA0RUEp1A,0.08319694573183563,0.07668655191064976,11708,22317.077993752137
DQB0pOvkn8-,0.0832206922154382,0.07642516155851695,181043,22339.892469528888
DPglN-WE5gx,0.08320398167270562,0.07660909630081174,309143,22323.835408471663
DPIaf7BE5p8,0.0831474999921185,0.07723104993918921,2462,22269.646047074773
DO5fQ20EyO6,0.08329750539434641,0.07558011123270514,129335,22413.847282313487
DOs_b_sEza5,0.08319899787653509,0.07666396011550312,6447,22319.048695066755
DOIzg9yAAuS,0.08333874830509536,0.0751266811082004,73042,22453.654253396282
DN0LCfvZiT9,0.08316401422726756,0.07704916128297064,35549,22285.476720020615
DNuNKwhZgru,0.08326437537819825,0.07594449811204174,44110,22381.920764524126
DNfkeXQzsrN,0.08304519551970634,0.07835858342129462,5971,22171.821135488113
DNfhcbjzsix,0.08329134841203849,0.07564781981119179,48561,22407.910592447857
DL7Mi8Uz3vV,0.08328499600665232,0.0757176823357843,3095,22401.787084262916
DL10tjZyLIX,0.08310714377871058,0.07767567633437929,1211,22231.006556499073
DLpJKTWzvBQ,0.0833028805662415,0.07552100405353988,3019,22419.031392668287
DLJ2aBBh23z,0.0828566366664846,0.08044012956908296,483,21992.61912635594
DKhHrxbTOV_,0.08273746095840308,0.08175799778077683,1205,21880.089035245575
DKUrPV4SAcU,0.08322851010172165,0.07633912100715959,493,22347.408509756333
DKMrb5jyitz,0.08193746742984785,0.09064998106068947,116240,21139.15670848721
DKJ2oS5z6Xp,0.08316401422726756,0.07704916128297064,2597,22285.476720020615
DJ36-etTNW3,0.08306972035311623,0.07808816941845757,1236,22195.233722807625
DJwHC5fzMU-,0.0833006327638408,0.07554572120603222,66184,22416.863346130795
DHvJoJLBXjL,0.08287617491924268,0.08022423882509777,1159,22011.121815788392
DHlNCrITak_,0.08299907861190296,0.07886727474080502,8987,22127.861141375408
DGW77hLzb-v,0.08298207838280408,0.07905486130800474,2756,22111.677546308925
DGNmlHQzx7_,0.08300640637916303,0.0787864285197181,5002,22134.840481322462
DFh_bK0SMyH,0.0827425403111281,0.08170179356526958,9390,21884.87363156512
DFQRMioSp9y,0.0826280652985392,0.08296925919224099,963,21777.289696058804
DFO9c7uyV-l,0.08287119263130334,0.08027928686683147,2530,22006.402151941416
DFCmdoOTQJH,0.08306698448760635,0.0781183317633213,5893,22192.620735480978
DE7Ix62z97Y,0.08315199496609546,0.07718153874192742,2772,22273.953873479502
DC3oyYqzCT0,0.08306063339788711,0.07818835474582468,5745,22186.556057875725
DCttC_Ypuw3,0.08315111551319739,0.07719122553624226,38652,22273.1109723171
DClwBuzgHiw,0.08319108248268847,0.07675110250891205,4059,22311.448377284465
DBvjtmsvEHz,0.08331626974673918,0.07537378756549094,14898,22431.94975377519
DAxrN_LgJy7,0.08317652221790733,0.07691141990005829,5525,22297.47430416414
DAdG2FmATFd,0.0832590981240459,0.07600255343692947,29500,22376.83932499017
DAGYTGcI06g,0.08312717512526692,0.07745495506865215,6025,22250.177577914677
C_py7qCvDHU,0.0832135584434383,0.07650367956314079,3178,22333.036288489453
C-iAKrtv-X1,0.08321961726048671,0.07643699267219121,4389,22338.859211693496
C-NDOfzvdEI,0.08335761110745146,0.07491937037458819,2023,22471.883362869587
C-C_QcFv8hX,0.08333288428838344,0.07519113818751484,4503,22447.990186293584
C8v4HqjPIF4,0.08300875127515774,0.07876055900850691,3405,22137.07433497662
C8J5WzVvd0J,0.08315336300535621,0.07716647056835943,1719,22275.265116466544
C8DyDJBv0p_,0.0831899098366675,0.0767640130929574,4014,22310.322624407276
C7Y9h1QPUNf,0.08330678979891715,0.07547801905432514,3204,22422.802407808336
C4IRh_rSmWs,0.08327483223551523,0.0758294718132943,3603,22391.992951489246
C340vfRS-Lf,0.08320017053239463,0.07665105073111003,4345,22320.174888231522
C3C4WjuvM96,0.08327952319495974,0.07577787522633692,1944,22396.512788286014
C2rzLFMvhG6,0.08329994865099243,0.07555324393040844,2228,22416.203547494715
C2XB5NBPXE5,0.08314056213411722,0.07730747386287531,5524,22262.998645912794
C1XRbuNPpjV,0.08330933080772114,0.07545007972609993,2669,22425.253907774822
C1RynMtvZVp,0.08296849793175812,0.0792047383798089,3620,22098.757776473696
C0-tr-iPrVt,0.08169572076517338,0.0933526675108672,7016,20920.12843970131
C02l14Wv3w4,0.08279274904108326,0.08114639357853805,8224,21932.223843771106
Czpz4ulvxYX,0.08320310217759755,0.07661877794731076,3105,22322.990619754113
CzdtnYyPhjT,0.08323603487055904,0.07625631347184028,2617,22354.645086595887
CzBuz7AvCxy,0.08285116601888551,0.0805005867090331,2524,21987.441160934115
Cy22jlOvL4b,0.08319743433736382,0.07668117286880824,4087,22317.54719256805
Cx49em0PeaI,0.08323945523731047,0.07621867578912145,3609,22357.935214289308
Cx0K7vkPqal,0.08325831631080241,0.07601115449221246,2314,22376.086617251356
DGarCsOywsw,0.08259534642275587,0.0833318195674959,228799,21746.635615165615
DDXM2NLSUBF,0.08261781002212228,0.08308288446130416,452955,21767.677054394517
DV2y7Q9EVu_,0.07239933442214212,0.09989743484247447,3958,20806.748007589318
DVtFLoVETX4,0.09378494361399525,0.02989000327528957,4857,28614.182676658314
DUI2kM_ksfW,0.08310851176132353,0.0776606012485586,6798,22232.315271338648
DUA709vEgpr,0.08309825193384107,0.07777366953257153,460236,22222.50178755754
DT78gI8kmrP,0.0832749299636298,0.07582839685915888,4007,22392.087105452065
DTxjTsDkixY,0.08305565026125862,0.07824329903925528,1416814,22181.798778815824
DTsdJTskjBE,0.08271665539690393,0.08198824937621668,24526,21860.501507472723
DTkbF1zkuhU,0.08282684150975148,0.0807694460286981,26082,21964.43246451306
DTecWLmEq1l,0.08297269906029218,0.07915837130653522,71134,22102.753733202422
DTYGFrckuBW,0.08322548066409094,0.07637246090462974,7367,22344.49574414287
DTSoNIOEqWH,0.08313225630622434,0.07739897442361113,8317,22255.04309910396
DTP2nX1kyjZ,0.08320652244036249,0.0765811275888726,29021,22326.276088792525
DTNPq4NEua2,0.10170034510186629,0.037646637027090576,372420,43702.22063275058
DTKvzY_ktro,0.08321922636804158,0.07644129492758601,27120,22338.48349341988
DTDUk_1EgHE,0.08291652252682738,0.07977856094644374,201676,22049.37914408176
DS7WcnKEqN3,0.08253596663077795,0.0839901496760846,63365,21691.110920793886
DS0PT1ykrOx,0.08272652089500346,0.08187906293309051,28676,21869.787303212037
DSrvKALk2uN,0.08303972391949817,0.07841892408618675,54398,22166.600980474777
DSrKgbvkqQ4,0.08323056230622064,0.07631653650205272,30787,22349.381889275977
DShv5T9gnu4,0.08326095493276063,0.0759821262061773,21809,22378.627107345896
DSW3XXyEVZt,0.08322870554960168,0.07633697008149427,190232,22347.596443156
DSCdVl7ExR4,0.08276041591501193,0.08150402118116487,18712,21901.72005130767
DR9T_P-kw_F,0.08216921235370961,0.08806594935187934,240628,21351.228924418134
DR1hxTeEoxU,0.08269262693605371,0.0822542347412276,50167,21837.901110996158
DRweDRgEi_Q,0.08265678058931987,0.08265117185101023,713090,21804.227680842843
DQ4MhhTkte0,0.08277047717705005,0.08139272257389411,142630,21911.207618582215
DP26j17Egp6,0.08291789026868247,0.07976345644438336,8796,22050.6771671968
DPyUIuOkqtI,0.0826758268655615,0.08244024708914463,58115,21822.11308815894
DPvfmbOEayK,0.08294036056075797,0.07951534130012473,10906,22072.01277504036
DPJalr1EodN,0.08279421431135693,0.08113018969090617,12046,21933.60719663142
DO8Snp3kuHJ,0.08292287277147753,0.07970843468793994,871011,22055.406326175795
DOOPCM6ksTp,0.08315179953205641,0.07718369135535823,5673,22273.76655935356
DN3CpsmZFnN,0.08293723423132972,0.07954985825337847,22380,22069.04310687253
DLPzgVkSool,0.08330366241164806,0.07551240691625623,2782,22419.78554495912
DK88qPXSFvD,0.08310333297911363,0.07771767232828487,2451,22227.36125706058
DKZbAmEycXY,0.08301568828886875,0.07868403200332275,2518,22143.68413869601
DKHK17xztMr,0.08316401422726756,0.07704916128297064,3445,22285.476720020615
DKCRW8Ny_R7,0.08329858042659177,0.07556828953701054,2856,22414.88400847918
DJ3hU7IykFp,0.0831781834462796,0.0768931274478249,2377,22299.06821909493
DJ0k3zaSHe9,0.083166750337878,0.07701902885011916,2368,22288.100639836135
DJeXDhGS_rM,0.08315131094711303,0.07718907290775535,2636,22273.29828093005
DJZG-PDSBPu,0.08320886776964304,0.07655531096121246,1819,22328.52926130339
DI9BmDbSO6J,0.08245891448661513,0.08484505939523895,20169,21619.267964685958
DGi6bNfTXcT,0.08296908413476124,0.07919826843603614,14465,22099.315308461002
DGc5IJxysfR,0.08264447394286784,0.08278748355549913,63973,21792.678752608907
DGK8ez9Skdq,0.08287891030276084,0.08019401756360758,99975,22013.71343416481
DEPR4QQyYzN,0.08280896480922832,0.08096708408257715,39748,21947.53780968219
DDxGOJsSIXi,0.08316782524036592,0.07700719133928814,38544,22289.13154999814
DDodArQSNap,0.08311593798279909,0.07757876874792101,69138,22239.42106769601
DDjd6Dvyb1h,0.0828453046414133,0.08056536597015702,24521,21981.894693604238
DDheV9MSU-J,0.0830990336315623,0.07776505438868989,21641,22223.249329097023
DDZ1hjuyTiK,0.08306717990634216,0.0781161772821315,22425,22192.8073672312
DDSK_neyBWf,0.08307656004712613,0.07801276724807778,43013,22201.767537139815
DDRok8nSGv7,0.08298569335170951,0.07901496948015499,42719,22115.117894399576
DNVTFr1z0Nr,0.0832771777126983,0.07580367321048782,10006,22394.25275586277
DG5T_yTT7ah,0.0830428505448037,0.07838444329282084,5897,22169.583775690415
DGDEknlz49K,0.08315815115637573,0.07711373362075581,3390,22279.8550748062
DWte0Kjk7_b,0.09997975480217172,0.12210940749972506,3704,19126.294871247606
DV8S0OMkfTj,0.08299634292483617,0.07889745888318409,3462,22125.256085290774
DV7XXv6gZYT,0.08325430952678563,0.07605523597964592,4092,22372.22938745018
DW5e4ljk4HM,0.06004125362999208,0.18059661636693344,194,7374.790443962323
DWlb4cDEgWq,0.08309190066076996,0.0778436701295198,2389,22216.42894459029
DWkpOG6k6N1,0.08332516338145607,0.07527601256905654,147,22440.534676896514
DWTiuzFk3K7,0.08331969036683584,0.07533618074552259,258,22435.251258560405
DWP32v6EsfH,0.08312590483375207,0.0774689506843912,249,22248.9613638264
DV7xB0DEhtr,0.0831370443639403,0.07734622609286111,826,22259.628890756896
DVxZmB-E2IL,0.08322968278953072,0.07632621551764276,689,22348.5361338602
DVvcKz2EzvJ,0.08330024184216026,0.07555001989923296,221,22416.486315960836
DVn53twk2bS,0.08327385495485444,0.0758402214137232,75,22391.051433634482
DVisT6YidjN,0.08325020503169642,0.07610039449782541,1210,22368.278768281707
DVfL4cRGMRr,0.08327932773791064,0.07578002503472066,921,22396.324443539972
DVchP4NiTDF,0.082995463598318,0.07890716110829205,819,22124.418810965544
DVVNeTikh3q,0.08322528521679277,0.07637461190121904,433,22344.30783681759
DVSMIkOiNKa,0.08313391746670759,0.07738067368976081,671,22256.63398101414
DU7HZ1wkmpb,0.08309307320068757,0.07783074660020259,1297,22217.549959914177
DU2Zk-vEv6S,0.082998003876874,0.07887913269602823,2452,22126.83768990887
DUnU7tvkrjv,0.08318492610524116,0.07681888480218191,4227,22305.538808305904
DUmlO9qkpla,0.08298637726610307,0.07900742254348865,734,22115.768831274556
DUkMRUJjXo7,0.08311544941403202,0.07758415227410376,411,22238.95351131161
DUfNNDvkujA,0.08329222797879716,0.075638146896171,375,22408.758594723236
DUX1_4FEv8A,0.08293401021355969,0.07958545501735684,1942,22065.981055031592
DUXCj_QEhUb,0.08291535017804082,0.079791507830667,701,22048.266613652828
DUVQO7gkn3A,0.08293782041741003,0.07954338624057646,1563,22069.599889219095
DUMu223EoNI,0.08332604297567045,0.07526634299756492,136,22441.38391373873
DUKakOmkrxH,0.0832194218142465,0.07643914379773924,389,22338.671351766832
DT5JJHPErVj,0.08320554522132764,0.07659188469978477,703,22325.337334016356
DT0HThJEkF7,0.08300836045880604,0.0787648705506281,391,22136.702010379926
DTzt4xmkg1C,0.08292922305336564,0.07963831298378857,707,22061.43515572101
DTsOGN1kiiw,0.08292902765952151,0.07964047050677737,423,22061.249628703496
DTpuyitEoU2,0.08331656294232426,0.07537056407224599,2815,22432.232720862492
DTjvoy1ki90,0.08332272006794118,0.0753028729461184,281,22438.175854278
DTaV8MYkiU5,0.08311183401200535,0.07762399120378688,1701,22235.49389954954
DTS0ZunEv_k,0.08331763799348176,0.0753587446796832,755,22433.2702973871
DTK0bWMkqq0,0.08333767323298864,0.07513849795012559,273,22452.61573412141
DTH_GsDkpR_,0.0833383573696604,0.07513097812660036,1450,22453.276604466144
DTE7yJyEg_6,0.08333767323298864,0.07513849795012559,1848,22452.61573412141
DTAJXLpkvmM,0.08308193412272107,0.07795352638529988,237,22206.90259764881
DS9m1swEoFN,0.08333513215770467,0.0751664291837068,265,22450.161243128576
DS6aDWiEofl,0.08313772837391327,0.07733869082785921,1557,22260.284080979447
DS2FEqCku0M,0.08322489432230229,0.07637891390729318,196,22343.932026907365
DSpXoWbEluP,0.08309121667973755,0.07785120892651484,261,22215.77504510449
DSccvZSktoL,0.08305565026125862,0.07824329903925528,2246,22181.798778815824
DST44S7Ej9A,0.08308398604952806,0.07793090800560297,386,22208.863570401765
DRuMoYqkgrN,0.0828262553837432,0.08077592539189914,317,21963.87833526001
DRi8-2TEqCM,0.0829090976726139,0.07986056050168719,15421,22042.334065963696
DRRYQdgEutb,0.08308125014798261,0.07796106595066608,224,22206.248978540785
DQb-vaWkpiI,0.08278903703193094,0.08118744451415835,399,21928.719740311528
DQWjmvlElhQ,0.08295736013498681,0.07932767468151698,860,22088.167340669042
DQOirjpEtEN,0.08292834378134467,0.07964802187119165,387,22060.600296428198
DP8q08PkkEN,0.08307665775735348,0.07801169011242334,310,22201.860891277545
DPabqVPgIrs,0.08333268882170637,0.07519328682337752,269,22447.801408664727
DPP5JovgIzf,0.08286894572463475,0.08030411337209464,1047,22004.274007194468
DPL9jU3klQs,0.08293879739491568,0.07953259963879605,4106,22070.52789101128
DOsBztqEghF,0.08319694573183563,0.07668655191064976,233,22317.077993752137
DOVNODPEp37,0.0830018143058802,0.07883709144288291,249,22130.46650416883
DOTWjQqkojF,0.08321033360302209,0.07653917588330635,225,22329.93760958785
DOLIujhEvIp,0.08310255127828946,0.07772628709341677,211,22226.613577211047
DOIvi8eEpOJ,0.08296752092745803,0.07921552170562633,147,22097.828587750348
DN-hkWgEjoF,0.08260667583200311,0.08320626253732971,249,21757.245275945694
DN8ItqbEotJ,0.08324434149426138,0.07616490995418722,938,22362.63623669103
DNphNItS5Ru,0.08243274339651621,0.08513560035933852,360,21594.919210384913
DNiT1t0S_lu,0.0830445115681686,0.0783661258197644,1248,22171.168548891554
DNZfwHINoPI,0.08333679362933123,0.07514816637194219,2790,22451.766072258626
DNSxVV3ylpg,0.08332193820878026,0.07531146840848664,2489,22437.42108340519
DNQqZ6ySp4a,0.08287930107239892,0.08018970030955813,960,22014.083690268897
DNCNsHnyy-m,0.08323730529123455,0.07624233360746413,281,22355.867077504685
DM89KdEyBDJ,0.08333444802306968,0.07517394925518851,312,22449.50046447461
DMnS1EkyZhI,0.08330473745000347,0.07550058596469945,2302,22420.82254577992
DMY2RO9To9D,0.08297709560760538,0.07910984975846094,1162,22106.936322103113
DMMmKU6TxDv,0.08276569073976141,0.08144566902659378,337,21906.69360330943
DMFX6O2BIxS,0.08300113038173804,0.07884463718819688,991,22129.815134714554
DMDH0kbSi8M,0.08275660633534082,0.0815461663620201,117,21898.128743752877
DL4WTmeu-4H,0.08331949490253934,0.07533832967123479,71,22435.062588055505
DLyU3rXz9gk,0.08254729541861298,0.08386451634614413,196,21701.693493655916
DLxQnqgylzO,0.08331832211750108,0.0753512233156899,195,22433.930598343562
DLut8-KSLcu,0.08325978221109682,0.07599502756995515,150,22377.497965031234
DLo5DVFS-OQ,0.08256155423388375,0.08370641233385773,59,21715.02027730736
CrIuVL9AAoK,0.082502566929079,0.08436063615453215,1588,21659.940601248534
DVEJej9k5OQ,0.0806964176592483,0.10460243914982524,566,20038.059942205935
DU3T4d-ks0J,0.08298637726610307,0.07900742254348865,423,22115.768831274556
C_X_Qfoywc-,0.08281326300535523,0.08091956125052274,356,21951.598725533266
C_IlDMtNNuu,0.08292765990359974,0.07965557328842267,1006,22059.950983263934
C1mlA4VyQc0,0.08213533584089464,0.08844326663583162,678,21320.098756752817
CzHJFpuyQn8,0.0831688024253715,0.07699643007870735,891,22290.06878243089
CwP-fzFBbUA,0.0832341781045596,0.07627674590796381,1081,22352.85922002876
CvPo3nItbUA,0.08297621629671485,0.07911955389354104,1369,22106.09974101167
CuUROnCAeWV,0.08317378608261283,0.07694154932226707,1032,22294.849280861177
CpaPFBuAYBg,0.08314730455889047,0.077233202651562,1754,22269.45876917416
CpAB_pEg977,0.0828705087896498,0.08028684269933976,2324,22005.75443392747
Clv_GNjA72L,0.0832702390240755,0.07587999586924085,1584,22387.568161761752
ChAKYKmAF7O,0.08292551057635575,0.07967930665785783,2839,22057.910409158143
DV-Kqspk_bl,0.10878684922003808,0.0,6487,70608.43072211469
DViVx_djqXO,0.08331372872165921,0.07540172491170717,41708,22429.497521860056
DVaII9TkyX_,0.08260198778621075,0.08325821540548665,130797,21752.854443867112
DVKqzLBk-V1,0.08282488775762438,0.08079104405709794,5673,21962.585421365886
DVC-SuKkods,0.08310294212863102,0.07772197970224305,5516,22226.987413992112
DVA27-Ckwjf,0.08289971898216199,0.07996414778815301,22257,22033.4382371778
DUskSr5ktBJ,0.08320964954719835,0.07654670555623488,16428,22329.280369334858
DT5BbB7ksWt,0.0830746058444301,0.07803431018718285,37609,22199.900536811278
DT1snNJE6bz,0.08247678540796116,0.08464671231376315,16665,21635.909937275683
DTpdy2wkcpt,0.08321551289684792,0.07648216721145025,25878,22334.914484962566
DTkUPv8EwzO,0.08302418863385713,0.07859026687754747,65541,22151.786166418493
DThvdAUEprZ,0.08315736941598799,0.07712234355828744,72329,22279.10562925878
DTehY96E0NG,0.08282830682616019,0.08075324779063948,256869,21965.817848806957
DTZX3Egkydl,0.082826157696106,0.08077700528954253,659841,21963.785981743575
DTUtmFikanb,0.0824146779012329,0.08533620574793634,263518,21578.12730138528
DTSM8e8kVzm,0.08328069593799484,0.07576497646625267,33345,22397.642890023493
DTQGRAuknTU,0.08330766937821327,0.07546834766626166,33577,22423.65097362264
DQs2lrdje_b,0.08277633814948562,0.08132789371322613,35050,21916.736250974624
DQGOpS7E3vA,0.08273257698786939,0.08181204304968451,164268,21875.489448280376
DNcSKEOSdBj,0.08315336300535621,0.07716647056835943,20792,22275.265116466544
DM-Pij5vPcL,0.08299223940719301,0.07894273668016114,161841,22121.349076163777
DMcxR2GvF1i,0.08179633624941224,0.092226917471121,54931,21011.01736763737
